SKU%Parent%Name%Short description%Description%Sale price%Regular price%Images%Categories%Attribute 1 name%Attribute 1 value(s)%Attribute 1 default%Attribute 1 global%Attribute 2 name%Attribute 2 value(s)%Attribute 2 default%Attribute 2 global%Type%Stock
192838997991%%Двусторонняя худи "Олива/Крем"%футер с начесом + флис%Утепленная двусторонняя худи для катания Double Grab.<br /><br /><strong>Ткань:</strong><br /><ul><li>футер с начесом с одной стороны;</li><li>флис с другой.</li></ul><strong>Детали:</strong><br /><ul><li>2 кармана для ски-пасса;</li><li>2 глубоких кенгуру-карамана;</li><li>сквозной кармана на замке;</li><li>глубокий капюшон с высоким горлом;</li><li>манжеты-подпальчники.</li></ul><br />Температура катания:<br /><br /><ul><li>с термобельем и кофтой: до минус 15 градусов;</li><li>с термобельем и курткой подниз: до минус 25 градусов.</li></ul>%%%https://static.tildacdn.com/stor3463-6561-4330-a132-356466616362/48910673.jpg,https://static.tildacdn.com/stor6465-3035-4438-b164-623536663566/33776247.jpg,https://static.tildacdn.com/stor3565-3662-4462-b862-336264663538/52471554.jpg,https://static.tildacdn.com/stor6335-3037-4034-b862-333834316637/62247035.jpg,https://static.tildacdn.com/stor6165-3066-4664-a439-636234656663/65929288.jpg,https://static.tildacdn.com/stor3230-3138-4166-b734-643531623435/13389028.jpg,https://static.tildacdn.com/stor3662-6665-4031-b461-323862336531/96023730.jpg,https://static.tildacdn.com/stor6463-6639-4339-b363-333734373466/67143912.jpg,https://static.tildacdn.com/stor6332-6234-4364-b865-653965653136/11907010.jpg,https://static.tildacdn.com/stor6334-3630-4536-b036-626331356666/30051933.jpg,https://static.tildacdn.com/stor6536-6262-4661-a661-666265313531/82596008.jpg,https://static.tildacdn.com/stor3362-6561-4436-b330-313136366536/12528087.jpg,https://static.tildacdn.com/stor3862-3061-4164-b434-396661333862/42404556.jpg,https://static.tildacdn.com/tild6265-3038-4937-b035-663362666635/___1.jpg%hudisnow%Размер%S,M,L,XL%S%Цвет%олива%олива%variable%
377161182131%192838997991%%%%%9 100.00%%%Размер%S%%1%Цвет%олива%%1%variation%0
882016467171%192838997991%%%%%9 100.00%%%Размер%M%%1%Цвет%олива%%1%variation%0
665895862781%192838997991%%%%%9 100.00%%%Размер%L%%1%Цвет%олива%%1%variation%0
751368597151%192838997991%%%%%9 100.00%%%Размер%XL%%1%Цвет%олива%%1%variation%0
760940883571%%Анорак Snow "Фуксия"%версия 3.0%<br /><strong>Анорак Snow "Фуксия"</strong><br />Версия 3.0<br /><br /><strong>Ткань: </strong>Softshell 10К/5К<br /><strong>Детали:</strong><br /><ul><li style="text-align: left;">флисовый подклад (капюшон, горло, грудь, спина);</li><li style="text-align: left;">двойные водонепроницаемые молнии по бокам (удобно надевать анорак на любую одежду, а также делать проветривание);</li><li style="text-align: left;">утепленные карманы: большой совмещенный карман впереди, карман на груди, ски-пасс</li><li style="text-align: left;">рукава с липучками для фиксирования ширины;</li><li style="text-align: left;">манжеты-подпальчники;</li><li style="text-align: left;">дополнительный отражающийся подклад внутри;</li><li style="text-align: left;">защищающая от снега «юбка» и подол.</li></ul>%%%https://static.tildacdn.com/stor3434-3364-4233-a430-616335383331/48500041.jpg,https://static.tildacdn.com/stor3037-3362-4261-b138-643431313665/43084865.jpg,https://static.tildacdn.com/stor6261-6535-4065-a139-323563643666/12599492.jpg,https://static.tildacdn.com/stor6330-3437-4537-a233-633265393832/39405813.jpg,https://static.tildacdn.com/stor3361-3239-4531-a530-663135356262/83546632.jpg,https://static.tildacdn.com/stor3439-3066-4062-b330-393233623937/82496762.jpg,https://static.tildacdn.com/stor3535-3632-4139-a439-646164626539/47641344.jpg,https://static.tildacdn.com/stor3462-6530-4735-b131-663232636431/63619034.jpg,https://static.tildacdn.com/stor6236-3165-4638-a531-653232663161/95118283.jpg,https://static.tildacdn.com/tild3232-3836-4139-b530-363061623137/DSC02274.jpg,https://static.tildacdn.com/stor3631-3662-4465-a666-636230333132/16667380.jpg%%Размер%XS,S,M,L,XL%XS%Цвет%фуксия%фуксия%variable%
679357327001%760940883571%%%%%14 400.00%%%Размер%XS%%1%Цвет%фуксия%%1%variation%1
126808680141%760940883571%%%%%14 400.00%%%Размер%S%%1%Цвет%фуксия%%1%variation%9
594833922211%760940883571%%%%%14 400.00%%%Размер%M%%1%Цвет%фуксия%%1%variation%4
673657058881%760940883571%%%%%14 400.00%%%Размер%L%%1%Цвет%фуксия%%1%variation%0
605804687671%760940883571%%%%%14 400.00%%%Размер%XL%%1%Цвет%фуксия%%1%variation%0
345159953111%%Анорак Snow "Песок"%версия 3.0%<br /><strong>Анорак Snow "Песок"</strong><br />Версия 3.0<br /><br /><strong>Ткань: </strong>Softshell 10К/5К<br /><strong>Детали:</strong><br /><ul><li style="text-align: left;">флисовый подклад (капюшон, горло, грудь, спина);</li><li style="text-align: left;">двойные водонепроницаемые молнии по бокам (удобно надевать анорак на любую одежду, а также делать проветривание);</li><li style="text-align: left;">утепленные карманы: большой совмещенный карман впереди, карман на груди, ски-пасс</li><li style="text-align: left;">рукава с липучками для фиксирования ширины;</li><li style="text-align: left;">манжеты-подпальчники;</li><li style="text-align: left;">дополнительный отражающийся подклад внутри;</li><li style="text-align: left;">защищающая от снега «юбка» и подол.</li></ul>%%%https://static.tildacdn.com/stor3131-3333-4338-a362-353463333236/11215617.jpg,https://static.tildacdn.com/stor3639-6531-4462-a532-343661663830/83892925.jpg%anoraki%Размер%XS,S,M,L,XL%XS%Цвет%песок%песок%variable%
817951684561%345159953111%%%%%14 400.00%%%Размер%XS%%1%Цвет%песок%%1%variation%3
